time,energy
1.873692400883114715e+02,9.157178829019682054e-01
1.874109147413560095e+02,9.156951252915870310e-01
1.874525893944005759e+02,9.156772428519244222e-01
1.874942640474451423e+02,9.156642696769464740e-01
1.875359387004896803e+02,9.156562331812458932e-01
1.875776133535342467e+02,9.156531565113753546e-01
1.876192880065787847e+02,9.156550573350371591e-01
1.876609626596233511e+02,9.156619471799620769e-01
1.877026373126678891e+02,9.156738333945471098e-01
1.877443119657124555e+02,9.156907156080245080e-01
1.877859866187569935e+02,9.157125900488501946e-01
1.878276612718015599e+02,9.157394444894377816e-01
1.878693359248460979e+02,9.157712631592082042e-01
1.879110105778906643e+02,9.158080221666108356e-01
1.879526852309352023e+02,9.158496929994750513e-01
1.879943598839797687e+02,9.158962402484104315e-01
1.880360345370243351e+02,9.159476222516050870e-01
1.880777091900688731e+02,9.160037920389814126e-01
1.881193838431134395e+02,9.160646948300306125e-01
1.881610584961579775e+02,9.161302718366715059e-01
1.882027331492025439e+02,9.162004556008431777e-01
1.882444078022470819e+02,9.162751751498352526e-01
1.882860824552916483e+02,9.163543510504370548e-01
1.883277571083361863e+02,9.164378998659321596e-01
1.883694317613807527e+02,9.165257309436518618e-01
1.884111064144252907e+02,9.166177484017236088e-01
