time,centroid,bandwidth,chroma_hue
1.054338303655937992e+01,2.574096739613412343e-01,3.946230434300259660e-01,4.166666666666666852e-01
1.058505648729676807e+01,2.580341117465325129e-01,3.962227186931687184e-01,4.166666666666666852e-01
1.062672993803415800e+01,2.587334451556472792e-01,3.978569468618260441e-01,4.166666666666666852e-01
1.066840338877154615e+01,2.594816513847025830e-01,3.994961300488501510e-01,4.166666666666666852e-01
1.071007683950893430e+01,2.602567933701835368e-01,4.011089297631062478e-01,4.166666666666666852e-01
1.075175029024632423e+01,2.610294225313076200e-01,4.026674554297511865e-01,4.166666666666666852e-01
1.079342374098371238e+01,2.617698005457189669e-01,4.041426407220343742e-01,4.166666666666666852e-01
1.083509719172110231e+01,2.624569963551910967e-01,4.055094050303125752e-01,4.166666666666666852e-01
1.087677064245849046e+01,2.630747829724011111e-01,4.067486849281693462e-01,4.166666666666666852e-01
1.091844409319587861e+01,2.635977154674772893e-01,4.078382195625300244e-01,4.166666666666666852e-01
1.096011754393326854e+01,2.640110274223549380e-01,4.087607897675081814e-01,4.166666666666666852e-01
1.100179099467065669e+01,2.642824491507836937e-01,4.094761009472613345e-01,4.166666666666666852e-01
1.104346444540804661e+01,2.644204251614555301e-01,4.099974546787264473e-01,4.166666666666666852e-01
1.108513789614543477e+01,2.644139776014281518e-01,4.103197421410662016e-01,4.166666666666666852e-01
1.112681134688282292e+01,2.642598745517426573e-01,4.104401570248674691e-01,4.166666666666666852e-01
1.116848479762021285e+01,2.639588903899831029e-01,4.103609173282419254e-01,4.166666666666666852e-01
1.121015824835760100e+01,2.635093634196052914e-01,4.100866675949455531e-01,5.416000304622659023e-01
1.125183169909499092e+01,2.629137189383046191e-01,4.096264635326715697e-01,7.726753484121565707e-01
1.129350514983237908e+01,2.621842660894648791e-01,4.089942455583722158e-01,8.333333333333333703e-01
1.133517860056976723e+01,2.613303665770113637e-01,4.082005113679320063e-01,7.944177899626844175e-01
1.137685205130715715e+01,2.603602460036699151e-01,4.072598522788256070e-01,2.709904043865600798e-01
1.141852550204454531e+01,2.592781952200335360e-01,4.061905423254505432e-01,2.500000000000000000e-01
1.146019895278193346e+01,2.581146393976677667e-01,4.050259721344550146e-01,6.293123143705708911e-01
1.150187240351932338e+01,2.568851610334274005e-01,4.037929897909284804e-01,3.673749143248764004e-01
1.154354585425671154e+01,2.556117932933001380e-01,4.025186563280468977e-01,2.127694006549387395e-01
1.158521930499410146e+01,2.543184217147139159e-01,4.012326644533887876e-01,3.250894829030586686e-01
1.162689275573148961e+01,2.530269225986823689e-01,3.999647252888072768e-01,2.717329220927566791e-01
1.166856620646887777e+01,2.517580380016732899e-01,3.987424598635169737e-01,6.128626913410629290e-02
1.171023965720626769e+01,2.505345363195048969e-01,3.975930304146233496e-01,2.381292361587063200e-01
1.175191310794365585e+01,2.493803245791759715e-01,3.965465327758883052e-01,1.666666666666666574e-01
1.179358655868104577e+01,2.483286333887910757e-01,3.956420813627232747e-01,1.666666666666666574e-01
1.183526000941843392e+01,2.474040564565825051e-01,3.949092495818737891e-01,2.760642753788503101e-02
1.187693346015582208e+01,2.466229132398167767e-01,3.943682239368337394e-01,0.000000000000000000e+00
1.191860691089321200e+01,2.460045527141303534e-01,3.940373811312626318e-01,0.000000000000000000e+00
1.196028036163060015e+01,2.455656846638491209e-01,3.939346747575327434e-01,0.000000000000000000e+00
1.200195381236799008e+01,2.453196008156691144e-01,3.940752623841409230e-01,0.000000000000000000e+00
